license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283656,Ocean Breeze Cultivators LLC,Gloucester,MA,01930,42.617007,-70.668099,9 Whistle Stop Way,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.668098 42.6170070),34 Winthrop Ave.,,Gloucester,MA,01930,83-3036787,MRN283656,Tue Apr 06 2021 18:31:15 GMT-0400 (Eastern Daylight Time),Fri Dec 04 2020 13:08:16 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,,Fri Jul 10 2020 10:43:48 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 08:55:58 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:39:19 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),9 Whistle Stop Way,N/A,Essex County,1500,10000,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/23/2019,COMPLETE,MP281508,"Commcan, Inc.",Medway,MA,02053,42.158903,-71.395548,2 Marc Road,,Medway,MA,02053,POINT (-71.15444 42.199156),POINT (-71.395548 42.1589030),730 Main Street Suite 2A,,Millis,MA,02054,47-4619040,MPN281508,Mon Nov 19 2018 18:06:56 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 13:05:13 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201907,RPA201907,Not a DBE,,,Thu Apr 25 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 11 2018 13:35:59 GMT-0400 (Eastern Daylight Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 15:54:58 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),2 Marc Rd,N/A,Norfolk County,300,5000,02053,Medway,Norfolk,42.199156,-71.15444,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282370,"Agricultural Healing, Inc.",Fall River,MA,02721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,02540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,02540,83-0575651,MCN282370,Mon Mar 30 2020 16:09:41 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Wed Sep 04 2019 10:39:26 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:13:54 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:10:49 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),1 Lewiston St,N/A,Bristol County,2000,50000,02721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281909,Twisted Growers LLC,Lakeville,MA,02347,41.902903,-70.981629,415 Millennium Circle,,Lakeville,MA,02347,POINT (-70.818958 41.978877),POINT (-70.981628 41.9029030),415 Millennium Circle,,Lakeville,MA,02347,83-2394396,MPN281909,Wed Aug 05 2020 14:39:00 GMT-0400 (Eastern Daylight Time),Thu Jul 16 2020 20:26:31 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Fri Jun 26 2020 10:13:19 GMT-0400 (Eastern Daylight Time),Fri Aug 14 2020 12:17:28 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:27:13 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 16 2024 03:00:00 GMT-0500 (Eastern Standard Time),415 Millenium Cir,N/A,Plymouth County,1500,10000,02347,Lakeville,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282192,"Good Feels, Inc.",Holliston,MA,01746,42.212346,-71.411073,23 Jayar Rd,Suite 6,Medway,MA,02053,POINT (-71.275566 42.459085),POINT (-71.411073 42.2123459),23 Jayar Rd,Suite 6,Medway,MA,02053,85-2648667,MPN282192,Thu Jan 05 2023 10:05:34 GMT-0500 (Eastern Standard Time),Wed Aug 17 2022 13:25:02 GMT-0400 (Eastern Daylight Time),Sat Apr 08 2023 19:33:52 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Minority-Owned Business,,,,Mon Apr 04 2022 12:42:15 GMT-0400 (Eastern Daylight Time),Fri Feb 03 2023 09:07:16 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:39:11 GMT-0500 (Eastern Standard Time),Sat Apr 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),72 Jeffrey Ave,Suite B,Middlesex County,,5000,01746,Holliston,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Craft Marijuana Cooperative,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281706,"Greenjeans Farms, LLC",N/A,MA,N/A,42.15652,-71.489592,4 Old Sawmill Road,,Holliston,MA,01746,,POINT (-71.489592 42.15652),4 Old Sawmill Road,,Holliston,MA,01746,86-1377326,CON281706,Wed Dec 01 2021 09:48:33 GMT-0500 (Eastern Standard Time),Tue Oct 19 2021 11:45:38 GMT-0400 (Eastern Daylight Time),Tue Jun 07 2022 14:58:48 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Woman-Owned Business,Outdoor,"Tier 06: 40,001 to 50,000 sq. ft",,Wed Jun 16 2021 19:26:17 GMT-0400 (Eastern Daylight Time),Fri Dec 10 2021 13:14:45 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:54:17 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,,1500,12500,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282320,"ToroVerde (Massachusetts) II, Inc.",Greenfield,MA,01301,42.589483,-72.601603,C/O EvansCutler Attorneys 90 Conz Street,,Northampton,MA,01060,POINT (-72.573941 42.587072),POINT (-72.601602 42.5894830),C/O EvansCutler Attorneys 90 Conz Street,,Northampton,MA,01060,83-2519015,MRN282320,Tue Jan 21 2020 11:12:10 GMT-0500 (Eastern Standard Time),Wed Nov 13 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 29 2020 16:22:03 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,,Tue Jan 22 2019 10:52:19 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 15:05:14 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 29 2024 04:00:00 GMT-0400 (Eastern Daylight Time),51 Davis St,N/A,Franklin County,300,10000,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/30/2022,COMPLETE,MR282313,"Union Twist, Inc.",Framingham,MA,01702,42.297845,-71.422601,630 Worcester Road,,Framingham,MA,01702,POINT (-71.275566 42.459085),POINT (-71.422601 42.2978450),"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,02110,83-3883936,MRN282313,Wed May 27 2020 15:47:20 GMT-0400 (Eastern Daylight Time),Mon Mar 09 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 20 2019 18:45:17 GMT-0500 (Eastern Standard Time),Mon Jun 29 2020 07:28:02 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:58:41 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),630 Worcester Rd,N/A,Middlesex County,300,10000,01702,Framingham,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP281858,Cannatech Medicinals Inc.,Fall River,MA,02722,41.761721,-71.099637,33 Union Street,Suite 2,Boston,MA,02108,POINT (-71.102131 41.778329),POINT (-71.099637 41.7617210),33 Union Street,Suite 2,Boston,MA,02108,47-5025145,MPN281858,Thu Jul 02 2020 15:11:22 GMT-0400 (Eastern Daylight Time),Wed May 27 2020 16:58:57 GMT-0400 (Eastern Daylight Time),Tue Jul 13 2021 09:29:15 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201858,RP201858,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 09:31:55 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 13:33:12 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:34:40 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1180 Innovation Way,FKA Lot 183,Bristol County,1500,10000,02722,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Microbusiness,Expedited Review - License Type,COMMENCE OPS,COMMENCE OPS,3/6/2023,COMPLETE,MB281797,BeachGrass Topicals LLC,Wareham,MA,02538,41.75562,-70.644254,3103 Cranberry Hwy,Unit F,East Wareham,MA,02538,POINT (-70.818958 41.978877),POINT (-70.644254 41.75562),35 Bay Head Shores Road,,Buzzards Bay,MA,02532,83-4185705,MBN281797,Tue Apr 13 2021 10:30:45 GMT-0400 (Eastern Daylight Time),Wed Feb 17 2021 14:39:41 GMT-0500 (Eastern Standard Time),Mon Oct 11 2021 12:19:31 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Woman-Owned Business,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 22 2020 14:00:40 GMT-0500 (Eastern Standard Time),Tue Jun 01 2021 14:17:59 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 13:56:04 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),3103 Cranberry Hwy,N/A,Plymouth County,1000,5000,02538,East Wareham,Plymouth,41.978877,-70.818958,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283335,H&H Cultivation LLC,Holyoke,MA,01040,42.204968,-72.602076,42 Main Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602075 42.2049680),"662 Tremont Street, Apt. #1",,Boston,MA,02118,85-3464231,MCN283335,Fri Feb 26 2021 14:41:55 GMT-0500 (Eastern Standard Time),Tue Feb 23 2021 09:26:46 GMT-0500 (Eastern Standard Time),Tue Jun 22 2021 14:14:04 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Sun Jan 31 2021 13:29:38 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:07:19 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:01:29 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),48 Main St,N/A,Hampden County,400,2500,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/14/2022,COMPLETE,MR282757,Four Score Holdings LLC,Charlton,MA,01507,42.139084,-72.01981,144 Sturbridge Road,,Charlton,MA,01507,POINT (-71.840209 42.329642),POINT (-72.019810 42.1390839),144 Sturbridge,,Charlton,MA,01507,83-3664748,MRN282757,Tue Mar 10 2020 17:46:37 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 05 2020 12:17:38 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 05 2019 12:27:59 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:51:38 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),144 Sturbridge Rd,N/A,Worcester County,300,10000,01507,Charlton,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,11/13/2020,COMPLETE,MR281744,"CNA Stores, Inc.",Haverhill,MA,01830,42.764503,-71.102636,100 Main St.,,Amesbury,MA,01913,POINT (-70.970827 42.635475),POINT (-71.102636 42.7645029),100 Main St,,Amesbury,MA,01913,83-1233238,MRN281744,Wed Dec 18 2019 09:27:59 GMT-0500 (Eastern Standard Time),Mon Oct 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 09 2020 15:21:11 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Veteran-Owned Business | Disability-Owned Business,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 16:03:35 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:06:45 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),558 River St,N/A,Essex County,300,10000,01830,Haverhill,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/4/2020,COMPLETE,MR282186,"The Botanist, Inc.",Shrewsbury,MA,01545,42.249232,-71.720735,200 Portland Street,5th Floor,Boston,MA,02114,POINT (-71.840209 42.329642),POINT (-71.720735 42.2492319),200 Portland Street,5th Floor,Boston,MA,02114,47-3905518,MRN282186,Mon Feb 25 2019 14:55:49 GMT-0500 (Eastern Standard Time),Wed Jan 23 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201860,RP201860,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 15:29:59 GMT-0500 (Eastern Standard Time),Wed May 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:54:17 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),235 Hartford Turnpike,N/A,Worcester County,300,10000,01545,Shrewsbury,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,10/29/2020,COMPLETE,MR282319,Trichome Health Corp.,Worcester,MA,01606,42.290832,-71.805736,12 Pennsylvania Ave,,Newton,MA,02464,POINT (-71.840209 42.329642),POINT (-71.805735 42.2908320),12 Pennsylvania Ave,,Newton,MA,02464,81-3554788,MRN282319,Fri Mar 08 2019 16:59:14 GMT-0500 (Eastern Standard Time),Tue Mar 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 12:02:49 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jan 22 2019 10:20:03 GMT-0500 (Eastern Standard Time),Tue Mar 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:41:36 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),68 W Boylston St,N/A,Worcester County,300,5000,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282515,Aspen Blue Cultures Inc.,Attleboro,MA,02703,41.94579,-71.273974,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.273973 41.9457900),72 Pine Street,,Providence,RI,02903,83-2407755,MCN282515,Fri May 15 2020 20:52:33 GMT-0400 (Eastern Daylight Time),Mon May 18 2020 09:53:50 GMT-0400 (Eastern Daylight Time),Fri Jan 22 2021 14:45:33 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,Tue Nov 26 2019 11:59:02 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 10:12:03 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:28:06 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 22 2023 03:00:00 GMT-0500 (Eastern Standard Time),40 Forest St,N/A,Bristol County,2000,22500,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282072,Admiral Green Holdings Corp.,Gloucester,MA,01930,42.624622,-70.645959,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),226 South Main Street,,Fall River,MA,02721,87-1742024,MPN282072,Sun Dec 12 2021 11:17:40 GMT-0500 (Eastern Standard Time),Wed Nov 17 2021 09:03:56 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 15:33:37 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,,Wed May 05 2021 10:21:39 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 10:22:49 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:57:15 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),58 Great Republic Dr,N/A,Essex County,1500,10000,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100111,"Alfred's Finest, Inc",Plymouth,,02360,,,8 Scobee Circle,,Plymouth,MA,02360,POINT (-70.818958 41.978877),,99 Main Street,,Plympton,MA,02367,83-0824729,DOA100111,Thu Nov 19 2020 10:35:56 GMT-0500 (Eastern Standard Time),Mon Aug 17 2020 15:45:38 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Minority-Owned Business,,,,Mon Jul 27 2020 10:41:57 GMT-0400 (Eastern Daylight Time),Thu Dec 03 2020 12:29:42 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:11:58 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 11 2022 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281757,"Whole Sun Farm, LLC",Dunstable,MA,01827,42.658656,-71.459789,48 Valley Street,,Dunstable,MA,01827,POINT (-71.275566 42.459085),POINT (-71.459789 42.6586560),48 Valley Street,,Dunstable,MA,01827,83-2139842,MCN281757,Wed Sep 11 2019 22:28:03 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 12:39:26 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,Outdoor,"Tier 01: up to 5,000 square feet",,Wed Oct 17 2018 11:43:15 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:31:35 GMT-0500 (Eastern Standard Time),Wed Apr 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Apr 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),48 Valley St,N/A,Middlesex County,100,625,01827,Dunstable,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/12/2020,COMPLETE,MR281967,"Berkshire Welco, LLC",Sheffield,MA,01257,42.143573,-73.363137,264 Main St.,3rd Floor,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.363136 42.1435730),264 Main St.,3rd Floor,Great Barrington,MA,01230,82-4943268,MRN281967,Tue Dec 03 2019 13:20:53 GMT-0500 (Eastern Standard Time),Wed May 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 20:43:16 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Thu Mar 05 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sun Oct 14 2018 22:50:52 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:24:20 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 04 2024 03:00:00 GMT-0500 (Eastern Standard Time),1375 Main St,N/A,Berkshire County,300,10000,01257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281275,"Cape Cod Grow Lab, LLC",Brewster,MA,02631,41.736437,-70.006209,1399 Freemans Way,,Brewster,MA,02631,POINT (-70.301811 41.698999),POINT (-70.006208 41.7364370),1399 Freemans Way,,Brewster,MA,02631,82-5232605,MCN281275,Fri Oct 26 2018 11:45:11 GMT-0400 (Eastern Daylight Time),Wed Oct 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 25 2019 12:39:00 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Veteran-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Apr 19 2018 14:10:30 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:05:30 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1399 Freemans Way,N/A,Barnstable County,400,2500,02631,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/5/2021,COMPLETE,MR282808,"Emerald Grove, Inc.",Eastham,MA,02642,41.852793,-69.987089,31 Sadies Way,,Harwich,MA,02645,POINT (-70.301811 41.698999),POINT (-69.987088 41.8527929),31 Sadies Way,,Harwich,MA,02645,82-2714914,MRN282808,Tue Mar 24 2020 14:48:49 GMT-0400 (Eastern Daylight Time),Tue Feb 19 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 18 2020 14:11:16 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 08:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 25 2019 10:34:35 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:12:00 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),3 Main St,N/A,Barnstable County,300,10000,02642,Eastham,Barnstable,41.698999,-70.301811,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
