license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
403-00450,SOHI CANNABIS COMPANY LLC,SoHi Cannabis Company,2744 West 4th Avenue,Denver,80219,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00450,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01663,GUARANTEED GREEN LTD,Olio,"4800 North Oakland Street, Unit 3",Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01663,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01405,NATURAL ALTERNATIVES FOR HEALTH CORP,NATURAL ALTERNATIVES FOR HEALTH CORP,"1420 Blue Spruce Drive, Unit G&H",Fort Collins,80524,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01405,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01761,J&P INVESTMENTS LLC,Newt Brothers Artisanal,3850 East 48th Avenue,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01761,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01563,TRINIDADS HIGHER CALLING U LLC,TRINIDADS HIGHER CALLING U LLC,1000 Independence Road,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01563,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00284,THE GIVING TREE OF DENVER LLC,THE GIVING TREE OF DENVER LLC,1255 South Huron Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00284,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01453,D AND C MEDICAL MARIJUANA LLC,Golden Leaf,"2800 Down Hill Plaza, Units 303 & 304",Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01453,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01945,SUNSHINE EXTRACTS LLC,SUNSHINE EXTRACTS LLC,7183 Arapahoe Road Unit A,Boulder,80303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01945,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-02211,NATURE MED INC,NATURE MED INC,8114 White Moon Lane,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-02211,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01742,THE HEALING CANNA LLC,THE HEALING CANNA LLC,2304 East Bijou Street,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01742,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01355,DENCO LLC,DENCO LLC,4300 East 51st Avenue,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01355,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01881,NEXT1 LABS LLC,Next1 Labs,1660 Siloam Road,Pueblo,81005,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01881,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01788,BISHFLIP LLC,RIPPLE,3615 East Platte Avenue,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01788,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00486,TETRA HOLDINGS COMPANY LLC,Xotix Cannabis,"400 South Lipan Street, Unit 15",Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00486,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00732,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,4571 North Ivy Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00732,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00133,ORIGINAL CANNABIS GROWERS LLC,ORIGINAL CANNABIS GROWERS LLC,2625 East Saint Vrain Street,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00133,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00142,COLORADO ALTERNATIVE HEALTH CARE LTD,Palisades Health Care Inc,"125 Peach Avenue, Unit B",Palisade,81526,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00142,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01023,SWEETWATER PARTNERS LLC,The Prez,4240 North Kearney Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01023,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00361,ISM2 INC,Green Dot Labs,12555 East 37th Avenue,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00361,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-02231,NOCO FARM LLC,Snaxland,118 Ash Street,Nunn,80648,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-02231,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01797,BUKU LOUD LLC,Buku Loud,3079 South Academy Boulevard,Colorado Springs,80916,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01797,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01526,COS INVESTMENTS LLC,High Hopes,"288 South Academy Boulevard, Suite B",Colorado Springs,80910,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01526,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01829,THE GOLDEN SUMMIT LLC,The Apotheke,2582 South Academy Boulevard,Colorado Springs,80916,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01829,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01949,CARRICK-HARVEST LLC,Veritas Fine Cannabis,"462 Laredo Street, Units A and B",Aurora,80011,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01949,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01381,CARRICK-HARVEST LLC,Veritas Fine Cannabis,4525 North Ironton Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01381,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01943,TRAVA LLC,TRAVA LLC,8228 Maverick Lane ,Ordway,81063,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01943,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01406,CANNXTRACTS LLC,CANNXTRACTS LLC,"5595 Arapahoe Avenue, Suite D1",Boulder,80303,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01406,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00563,JET BLACK ENTERPRISES LLC,Leiffa,5775 East 39th Avenue,Denver,80207,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00563,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01532,SOLACE MEDS LLC,SOLACE MEDS LLC,"1015 West Evans Avenue, Unit C",Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01532,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01764,GARDEN OF THE BUDZ LLC,GOB Extracts,"3002 Gunnison Street, Unit B",Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01764,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00212,GREEN CROSS LLC,Green Cross of Cherry Creek,5225 North Monroe Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00212,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00167,TWOG-WALNUT LLC,Buddy Boy,3814 Walnut Street,Denver,80205,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00167,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01580,PI 51st AVENUE LLC,Natty Rems,11100 East 51st Avenue,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01580,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01542,COLORADO DISTRIBUTING INC,COLORADO DISTRIBUTING INC,893 East Enterprise Drive,Pueblo West,81007,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01542,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01337,SOLACE MEDS OF WHEAT RIDGE LLC,SOLACE MEDS OF WHEAT RIDGE LLC,4845 Van Gordon Street,Wheat Ridge,80033,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01337,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01997,ALPINE ESSENTIALS LLC,Alpine Essentials,850 A & B Commercial Lane,Palmer Lake,80133,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01997,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00276,GREEN PHARM LLC,Green Pharm,"3111 North Stone Avenue, Suite 160",Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00276,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00032,PLATTE VALLEY DISPENSARY LLC,Platte Valley Dispensary,3926 North Race Street,Denver,80205,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00032,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00875,PLATTE VALLEY DISPENSARY LLC,Platte Valley Dispensary,3104 Blake Street,Denver,80205,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00875,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01946,PLUM AGRICULTURE LLC,Hava Gardens,2139 45 Road ,De Beque,81630,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01946,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00867,THE HEALING CANNA LLC,Healing Canna,319 Iowa Avenue,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00867,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01530,EGOZI VENTURES LLC,EGOZI VENTURES LLC,2160 South Lipan Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01530,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00755,COLORADO CHRONIC LLC,COLORADO CHRONIC LLC,2926 Wood Avenue,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00755,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01950,EAH ENTERPRISES LLC,Vera Cultivation,3105 North 75th Street,Boulder,80301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01950,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00664,DOUBLE BROW LLC,Grow Forth Gardens,4715 North Colorado Boulevard,Denver,80205,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00664,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01390,4747 PEARL STREET LLC,Great Ascent Botanicals,4747 Pearl Street Unit M1,Boulder,80301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01390,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01762,HIGH COUNTRY INFUSIONS LLC,High Country Infusions,1785 North Academy Boulevard Suite 180,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01762,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01178,GATSBY HOLDINGS LLC,Billo,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01178,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00493,JOIS LLC,SILVER STEM FINE CANNABIS,2731 West Short Place,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00493,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01931,REDGARDEN LLC,Loudbird Cannabis,"6859 North Foothills Parkway, Unit D200",Boulder,80302,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01931,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01495,CC TRINIDAD LLC,Trinidad Gardens,422 North Commercial Street,Trinidad,81082,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01495,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00160,PG GROW II LLC,12 Peaks Farms,7800 County Road 152,Salida,81201,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00160,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01331,GREEN TREE BERTHOUD LLC,Green Tree,1090 North 2nd Street,Berthoud,80513,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01331,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01536,VIOLA INC,Viola's Extracts,4645 North Joliet Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01536,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00017,COLORADO FARMS INC,Lightshade,11975 East 40th Avenue,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00017,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01721,MELODY & COMPANY MANAGEMENT LLC,Melody Genetics,"755 South Jason Street, Unit 150",Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01721,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01272,KIND LOVE MJH LLC,Kind Love Express,3899 North Quentin Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01272,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00682,KAZIMER LLC,Rocky Mountain High,1233 West Alameda Avenue,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00682,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01753,ADAMS GREEN CROSSING LLC,ADAMS GREEN CROSSING LLC,"2727 Palmer Park Boulevard, Suite A",Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01753,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-02131,D AND C MEDICAL MARIJUANA LLC,GOLDEN LEAF,1755 Lincoln Avenue,Steamboat Springs,80487,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-02131,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00208,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,4394 North Grape Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00208,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01999,SUNSHINE II LLC,SUNSHINE II LLC,"7183 Arapahoe Road, Unit B",Boulder,80301,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01999,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00955,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,"2100 East 112th Avenue, Unit 5",Northglenn,80233,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00955,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01510,MODERN MEDICINE LLC,Altitude Organic Medicine,2903 North Prospect Street,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01510,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01859,PND LLC,A Cut Above,3375 Fillmore Ridge Heights,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01859,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00687,11761013 COLORADO HOLDINGS LLC,A Cut Above,3410 Astrozon Court,Colorado Springs,80910,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00687,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00055,GUARANTEED GREEN LTD,Olio,"4800 North Oakland Street, Unit 5",Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00055,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01303,THE EPIC REMEDY LLC,The ER,3995 North Academy Boulevard,Colorado Springs,80917,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01303,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01895,DR RELEAF INC,DR RELEAF INC,61100 Highway 96 East,Boone,81025,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01895,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01756,BCC LLC,Bonfire Cannabis Company,"6859 North Foothills Highway, Unit C-400",Boulder,80302,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01756,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-02014,ACES PLACE LLC,ACES PLACE LLC,14621 County Road 98,Nunn,80648,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-02014,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01830,BOULDER LH HOLDINGS LLC,Stardust Concentrates,3386 Longhorn Road,Boulder,80302,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01830,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01463,ACES PLACE LLC,ACES PLACE LLC,"120 West Hemlock Street  Suite 110, 120 & 130",Fort Collins,80524,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01463,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01932,132 ENTERPRISES LLC,KLONE,"322 North Norfolk Street, Unit I",Aurora,80011,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01932,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00176,BLUEGRASS WELLNESS INC,Briargate Wellness Center,"890 Dublin Boulevard, Suites A, B, & C",Colorado Springs,80918,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00176,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01583,BEST BUDZ LLC,Best Budz,3850 North Nevada Avenue,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01583,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01259,MOCO VENTURES LLC,Horizon Cannabis,6745 West Mississippi Avenue ,Lakewood,80226,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01259,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00378,LIGHTSHADE LABS LLC,Lightshade,3950 North Holly Street,Denver,80207,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00378,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00053,SUMMIT WELLNESS,DENREC Denver Recreational Dispensary,2042 South Bannock Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00053,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01411,PENROSE MANAGEMENT CO LTD,Penrose Cannabis,890 7th Street,Penrose,81240,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01411,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00178,BELLFLOWER LLC,Organix,"1795 Airport Road, Unit A2",Breckenridge,80424,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00178,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00080,PRVT LBL LLC,Sneudies,2490 West 2nd Avenue,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00080,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00303,LEVELS IV INC,Levels IV Inc.,3857 North Elm Street,Denver,80207,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00303,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01765,GP CANNABIS COMPANY LLC,Great Pharms Cannabis Co,320 Prairie Road,Colorado Springs,80909,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01765,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00739,MILE HIGH MEDICAL CANNABIS LLC,LIT,4611 East 46th Avenue,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00739,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-02007,DOLCE VITA INVESTMENTS LLC,DOLCE VITA INVESTMENTS LLC,715 Lone Tree Circle Unit A,Nunn,80648,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-02007,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01828,ALLGREENS LLC,ALLGREENS LLC,1235 South Huron Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01828,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00245,P & C EXPRESS LLC,Rocky Mountain High,6666 East 44TH Avenue,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00245,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00747,THE HERBAL CURE LLC,THE HERBAL CURE LLC,989 South Logan Street,Denver,80209,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00747,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00164,1022 S ROYER LLC,Hightops,1022 South Royer Street,Colorado Springs,80903,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00164,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01728,GREEN SATIVA LLC,GREEN SATIVA LLC,3990 North Grape Street,Denver,80207,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01728,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00529,PND LLC,A Cut Above,3435 Fillmore Ridge Heights,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00529,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01209,COS INVESTMENTS LLC,COS INVESTMENTS LLC,"296 South Academy Boulevard, Suite L",Colorado Springs,80910,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01209,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00029,ROTATION LLC,Rotation,4015 North Elati Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00029,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01309,3B-38 LLC,3B-38 LLC,"4600 North Ironton Street, Unit 102",Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01309,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01618,URBANE DEVELOPERS LLC,Cherry,2191 South Jason Street,Denver,80223,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01618,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00573,BEYOND BROADWAY LLC,LivWell,5141 North Franklin Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00573,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01665,MAGIC CITY FARMS 2 LLC,Magic City Cannabis,3819 North Quentin Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01665,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01926,GREEN SATIVA LLC,GREEN SATIVA LLC,63500 East Highway 96,Boone,81025,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01926,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01893,IGADI LTD,IgadI,2058 East Idaho Springs Road,Idaho Springs,80452,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01893,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00325,R & B CONSULTING INC,Iion Cannabis,"4727 North Broadway, Unit G",Boulder,80304,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00325,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00396,TREATMENTS UNLIMITED LLC,Altitude East,4550 North Jackson Street,Denver,80216,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00396,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00460,CONSCIOUS CONFECTIONS LLC,Native Roots Extracts,680 North Lipan Street ,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00460,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01200,PHOENIX FARMS OF BOULDER LLC,Phoenix Farms,10452 Isabelle Road,Lafayette,80026,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01200,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00825,FLOWER POWER BOTANICALS LLC,FLOWER POWER BOTANICALS LLC,1308 - 1310 Duff Drive,Fort Collins,80524,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00825,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01733,SUNHOUSE COLORADO LLC,Sunhouse,4640 North Ironton Street,Denver,80239,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01733,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00840,SISSCO LLC,Trenchtown,1619 West 12th Avenue,Denver,80204,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00840,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-00365,GREEN TOWER ENTERPRISES INC,Stone Street Canna,3110 North Stone Avenue,Colorado Springs,80907,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-00365,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
403-01293,VERTS LLC,Vertical,"5724 Bueno Drive, Unit B & C",Fort Collins,80521,2023-09-01,Cultivations,Adult-Use,,,,,,,,403-01293,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
