Medical ,activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code,medical
,,True,ROI Labs of Atherton LLC,,ROI Labs of Atherton LLC,Jared Bradley,417-848-8055,,Jackson County,2023-08-13T17:09:44.378795,,MAN000089,,adult-use,MAN000089,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64058,Jackson County,39.1861153,-94.3055037,MO,64058,False
,,True,"Missouri Made Marijuana, LLC",,"Missouri Made Marijuana, LLC",Randy Black,702-496-3051,,Jackson County,2023-08-13T17:09:44.378795,,MAN000090,,adult-use,MAN000090,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0150069,-94.19855799999999,MO,64029,False
,,True,"Elevation Cannabis Manufacturing, LLC",,"Elevation Cannabis Manufacturing, LLC",Chris Issinghoff,620-921-5967,,Jackson County,2023-08-13T17:09:44.378795,,MAN000092,,adult-use,MAN000092,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127,False
,,True,Como Health LLC,,Como Health LLC,Kevin Gibbs,240-477-5806,,Boone County,2023-08-13T17:09:44.378795,,MAN000093,,adult-use,MAN000093,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65201,,38.951674,-92.33254099999999,MO,65201,False
,,True,"Sunrise Beach GP, LLC",,"Sunrise Beach GP, LLC",,866-217-4063,,Camden County,2023-08-13T17:09:44.378795,,MAN000094,,adult-use,MAN000094,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079,False
,,True,"Holistic Missouri, LLC",,"Holistic Missouri, LLC",,866-217-4063,,Jackson County,2023-08-13T17:09:44.378795,,MAN000095,,adult-use,MAN000095,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64147,,38.8524485,-94.5469705,MO,64147,False
,,True,"Mo Manufactured Products, LLC",,"Mo Manufactured Products, LLC",Nancy  Price,417-343-8257,,Cedar County,2023-08-13T17:09:44.378795,,MAN000096,,adult-use,MAN000096,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65785,Cedar County,37.6989279,-93.796044,MO,65785,False
,,True,"Noah's Arc Foundation MAN97, LLC",,"Noah's Arc Foundation MAN97, LLC",David Sciortino,314-580-6916,,Greene County,2023-08-13T17:09:44.378795,,MAN000097,,adult-use,MAN000097,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Greene County,37.2089572,-93.29229889999999,MO,65803,False
,,True,"Cannabis, Inc.",,"Cannabis, Inc.",Justin Callaghan,816-463-3247,,Clay County,2023-08-13T17:09:44.378795,,MAN000098,,adult-use,MAN000098,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64116,,39.1584696,-94.5727598,MO,64116,False
,,True,"Blue Sky Manufacturing, LCC",,"Blue Sky Manufacturing, LCC",Andrew  Lammert,314-223-6680,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000099,,adult-use,MAN000099,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,,38.6270025,-90.19940419999999,MO,63125,False
,,True,"CMOY, LLC",,"CMOY, LLC",William Mackiernan,303-918-0777,,Jackson County,2023-08-13T17:09:44.378795,,MAN000100,,adult-use,MAN000100,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108,False
,,False,"TerraMa Gold, LLC",,"TerraMa Gold, LLC",Jaime Germundson,816-547-2849,,Jackson County,2023-08-13T17:09:44.378795,,MAN000101,,medical,MAN000101,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015,True
,,True,"Stash House MO, Inc.",,"Stash House MO, Inc.",Daniel Triplett,816-781-1947,,Clay County,2023-08-13T17:09:44.378795,,MAN000102,,adult-use,MAN000102,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Clay County,39.2461138,-94.4191177,MO,64068,False
,,False,"CCMRB Processing, LLC",,"CCMRB Processing, LLC",Paul  Bocci,314-422-3617,,Pulaski County,2023-08-13T17:09:44.378795,,MAN000103,,medical,MAN000103,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65583,Pulaski County,37.8286516,-92.2007227,MO,65583,True
,,True,C & C Manufacturing LLC,,C & C Manufacturing LLC,Matthew Cummins,417-323-5200,,Buchanan County,2023-08-13T17:09:44.378795,,MAN000105,,adult-use,MAN000105,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Greene County,37.2089572,-93.29229889999999,MO,64503,False
,,False,"JAWS Ventures, Inc.",,"JAWS Ventures, Inc.",Rebekah Bromberg,314-303-8405,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000106,,medical,MAN000106,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63110,,38.6212468,-90.2526163,MO,63110,True
,,False,"Robust Missouri Process and Manufacturing 1, LLC",,"Robust Missouri Process and Manufacturing 1, LLC",Tyler Hannegan,636-299-7781,,Boone County,2023-08-13T17:09:44.378795,,MAN000107,,medical,MAN000107,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Boone County,38.9517053,-92.3340724,MO,65202,True
,,False,"Cannabliss & Co, LLC",,"Cannabliss & Co, LLC",Harinder Singh,314-220-9662,,Dunklin County,2023-08-13T17:09:44.378795,,MAN000108,,medical,MAN000108,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63857,Dunklin County,36.2361762,-90.0556493,MO,63857,True
,,True,"Black Fox Manufacturing, LC",,"Black Fox Manufacturing, LC",Joshua Schrimpf,573-694-0874,,Cole County,2023-08-13T17:09:44.378795,,MAN000109,,adult-use,MAN000109,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Jefferson City,Cole County,38.5782453,-92.1893159,MO,65109,False
,,False,Sprout LLC,,Sprout LLC,Chad Phillips,314-616-1255,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000110,,medical,MAN000110,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63102,,38.623996,-90.18462170000001,MO,63102,True
,,True,"EmmaLeaf Process, LLC",,"EmmaLeaf Process, LLC",Josh Oxenhandler,573-449-2929,,Shelby County,2023-08-13T17:09:44.378795,,MAN000111,,adult-use,MAN000111,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63437,Shelby County,39.7419808,-92.25851519999999,MO,63437,False
,,,"GCA, Inc.",,"GCA, Inc.",Raza Khan,636-224-2882,,Jefferson County,2023-08-13T17:09:46.305786,,TES000002,,adult-use,TES000002,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 63048,,38.25790629999999,-90.3983829,MO,63048,
,,,"EKG Life Science Solutions, LLC",,"EKG Life Science Solutions, LLC",Natalie Brown,314-328-9006,,St. Louis County,2023-08-13T17:09:46.305786,,TES000003,,adult-use,TES000003,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 63146,St. Louis County,38.6887567,-90.4643906,MO,63146,
,,,"Inovatia AgriTesting Services, LLC",,"Inovatia AgriTesting Services, LLC",J Waggoner,660-248-1911,,Howard County,2023-08-13T17:09:46.305786,,TES000005,,adult-use,TES000005,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,Fayette,Howard County,39.1470095,-92.6836137,MO,65248,
,,,"Green Orchard Labs, LLC",,"Green Orchard Labs, LLC",Sara Hamilton,816-682-0616,,Buchanan County,2023-08-13T17:09:46.305786,,TES000006,,adult-use,TES000006,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 64501,Buchanan County,39.7723855,-94.8468784,MO,64501,
,,,ClearWater Science LLC,,ClearWater Science LLC,Elizabeth Copus,573-355-6455,,Callaway County,2023-08-13T17:09:46.305786,,TES000007,,adult-use,TES000007,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 65251,Callaway County,38.84670819999999,-91.94795859999999,MO,65251,
,,,ContiCorp LLC,,ContiCorp LLC,Chris Conti,785-331-7272,,Stone County,2023-08-13T17:09:46.305786,,TES000008,,adult-use,TES000008,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 65656,Stone County,36.8053375,-93.466579,MO,65656,
,,,"Green Hills Labs, LLC",,"Green Hills Labs, LLC",Aimee Jo McBride,636-366-5232,,Lincoln County,2023-08-13T17:09:46.305786,,TES000009,,adult-use,TES000009,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,Moscow Mills,Lincoln County,38.9474133,-90.91907420000001,MO,63362,
,,,"Cloud TEN, LLC",,"Cloud TEN, LLC",Jackson Benefield,314-200-3040,,St. Louis County,2023-08-13T17:09:46.305786,,TES000010,,adult-use,TES000010,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,Fenton,St. Louis County,38.5361357,-90.4402868,MO,63026,
,,,Green Precision Analytics Inc.,,Green Precision Analytics Inc.,Josh Kollmeyer,816-602-9777,,Platte County,2023-08-13T17:09:46.305786,,TES000011,,adult-use,TES000011,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,Kansas City,Platte County,39.2776744,-94.6764199,MO,64153,
,,,"Fleur de Lis Analytical Laboratories, LLC",,"Fleur de Lis Analytical Laboratories, LLC",Thomas  Shifflett,847-414-0018,,St. Louis city,2023-08-13T17:09:46.305786,,TES000012,,adult-use,TES000012,Active,,,laboratory-testing,Missouri Department of Health and Senior Services,MDHSS,,MO 63102,,38.623996,-90.18462170000001,MO,63102,
,,,"Bold Lane Logistics, LLC",,"Bold Lane Logistics, LLC",Bradford Goette,314-448-3848,,Jefferson County,2023-08-13T17:09:50.412688,,TRA000002,,adult-use,TRA000002,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Suite C,Jefferson County,38.1825658,-90.44321710000001,MO,63028,
,,,Red Eye Transport LLC,,Red Eye Transport LLC,Munir Medal,816-944-8641,,Jackson County,2023-08-13T17:09:50.412688,,TRA000004,,adult-use,TRA000004,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64147,,38.8524485,-94.5469705,MO,64147,
,,,KC Cann Transport LLC,,KC Cann Transport LLC,"Kevin ""KC"" Schnell",816-918-3568,,Jackson County,2023-08-13T17:09:50.412688,,TRA000006,,adult-use,TRA000006,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015,
,,,Next Wave MO LLC,,Next Wave MO LLC,Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:50.412688,,TRA000007,,adult-use,TRA000007,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130,
,,,5th Meridian Group Inc,,5th Meridian Group Inc,,866-420-8646,,Cape Girardeau County,2023-08-13T17:09:50.412688,,TRA000011,,adult-use,TRA000011,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Cape Girardeau,Cape Girardeau County,37.3065172,-89.5210817,MO,63701,
,,,"G5 Express, LLC",,"G5 Express, LLC",Dacia Betts,314-486-1208,,St. Louis County,2023-08-13T17:09:50.412688,,TRA000012,,adult-use,TRA000012,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.789217,-90.322614,MO,63033,
,,,Missouri Hemp Improvement Company,,Missouri Hemp Improvement Company,Tom Elafros,913-302-9682,,Clay County,2023-08-13T17:09:50.412688,,TRA000014,,adult-use,TRA000014,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,North Kansas City,Clay County,39.1285995,-94.5802865,MO,64116,
,,,"The Daily Hybrid, LLC",,"The Daily Hybrid, LLC",Jennifer Fillers,314-495-6903,,St. Louis County,2023-08-13T17:09:50.412688,,TRA000015,,adult-use,TRA000015,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.5025537,-90.62790439999999,MO,63025,
,,,CLS Med-Can Logistics LLC,,CLS Med-Can Logistics LLC,Christopher Selllers,816-288-0959,,Jackson County,2023-08-13T17:09:50.412688,,TRA000016,,adult-use,TRA000016,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64147,
,,,"Missouri Made Marijuana, LLC",,"Missouri Made Marijuana, LLC",Randy Black Sr,417-782-9024,,Jasper County,2023-08-13T17:09:50.412688,,TRA000018,,adult-use,TRA000018,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Jasper County,37.0737428,-94.4781855,MO,64804,
,,,"Special Services, Inc.",,"Special Services, Inc.",Patrick McCarthy,314-421-1800,,St. Louis city,2023-08-13T17:09:50.412688,,TRA000023,,adult-use,TRA000023,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,,38.6336697,-90.19713709999999,MO,63103,
,,,James Hartman,,James Hartman,James Hartman,844-420-9533,,Laclede County,2023-08-13T17:09:50.412688,,TRA000025,,adult-use,TRA000025,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 65536,Laclede County,37.6805967,-92.6637865,MO,65536,
,,,"William Herrick, LLC",,"William Herrick, LLC",Steven Johnson,913-205-8823,,Bates County,2023-08-13T17:09:50.412688,,TRA000026,,adult-use,TRA000026,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64730,Bates County,38.2586347,-94.33050589999999,MO,64730,
,,,"SuperSonic Transportation, LLC",,"SuperSonic Transportation, LLC",Nevil Patel,573-462-0890,,Boone County,2023-08-13T17:09:50.412688,,TRA000029,,adult-use,TRA000029,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Columbia,Boone County,38.9655481,-92.2878179,MO,65202,
,,,"North Medical Group, LLC",,"North Medical Group, LLC",Zachary Mangelsdorf,314-420-4536,,Jefferson County,2023-08-13T17:09:50.412688,,TRA000031,,adult-use,TRA000031,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 63070,Jefferson County,38.2842567,-90.403094,MO,63070,
,,,"Ozarks Protective Services, LLC",,"Ozarks Protective Services, LLC",Juan Lopez,417-895-8733,,Greene County,2023-08-13T17:09:50.412688,,TRA000032,,adult-use,TRA000032,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 65803,Greene County,37.294172,-93.29861059999999,MO,65803,
,,,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,St. Louis County,2023-08-13T17:09:50.412688,,TRA000033,,adult-use,TRA000033,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 63144,St. Louis County,38.6157474,-90.3513021,MO,63144,
,,,Wellerman Transportation LLC,,Wellerman Transportation LLC,Connor Cervantes,314-494-7519,,St. Louis County,2023-08-13T17:09:50.412688,,TRA000034,,adult-use,TRA000034,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Ballwin,St. Louis County,38.6117006,-90.569633,MO,63125,
,,,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin  Riggs,636-448-6021,,St. Louis County,2023-08-13T17:09:50.412688,,TRA000035,,adult-use,TRA000035,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63045,
,,,Talaria MO LLC,,Talaria MO LLC,Ari Raptis,610-304-4966,,Henry County,2023-08-13T17:09:50.412688,,TRA000036,,adult-use,TRA000036,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64735,Henry County,38.3686324,-93.7782689,MO,64735,
,,,"Midwest Roots Transportation, LLC",,"Midwest Roots Transportation, LLC",Christopher Klein,314-775-5432,,Franklin County,2023-08-13T17:09:50.412688,,TRA000037,,adult-use,TRA000037,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO,Franklin County,38.55810719999999,-91.01208779999999,MO,63090,
,,,Green Logistics Ltd,,Green Logistics Ltd,Chloe Woods,202-718-4573,,St. Charles County,2023-08-13T17:09:50.412688,,TRA000038,,adult-use,TRA000038,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 63385,St. Charles County,38.8069481,-90.85798179999999,MO,63385,
,,,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,248-255-1286,,St. Louis city,2023-08-13T17:09:50.412688,,TRA000040,,adult-use,TRA000040,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 63110,,38.6212468,-90.2526163,MO,63110,
,,,Secure Delivery Solutions LLC,,Secure Delivery Solutions LLC,Patrick   Goodfriend,512-239-8502,,Boone County,2023-08-13T17:09:50.412688,,TRA000041,,adult-use,TRA000041,Active,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,Columbia,Boone County,38.9184034,-92.3535572,MO,65201,
,,,"Haze Transportation, LLC",,"Haze Transportation, LLC",Alissa  Farquhar,816-516-2607,,Jackson County,2023-08-13T17:09:50.412688,,TRA000042,,adult-use,TRA000042,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64120,Jackson County,39.1347147,-94.5160396,MO,64120,
,,,SMO Transport LLC,,SMO Transport LLC,LeAnne Dickerson,816-865-1815,,Greene County,2023-08-13T17:09:50.412688,,TRA000043,,adult-use,TRA000043,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO,Greene County,37.2089572,-93.29229889999999,MO,65802,
,,,Truck Norris Transports LLC,,Truck Norris Transports LLC,Thomas Carpini III,573-823-3527,,Boone County,2023-08-13T17:09:50.412688,,TRA000044,,adult-use,TRA000044,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 65201,,38.951674,-92.33254099999999,MO,65201,
,,,MO Cann Transport LLC,,MO Cann Transport LLC,Mario Gadea,520-307-9708,,Clay County,2023-08-13T17:09:50.412688,,TRA000045,,adult-use,TRA000045,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64119,Clay County,39.2015955,-94.53150289999999,MO,64119,
,,,Vetforce Security Incorporated,,Vetforce Security Incorporated,Zackary Rogers,570-263-3973,,Jackson County,2023-08-13T17:09:50.412688,,TRA000046,,adult-use,TRA000046,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 64120,Jackson County,39.1347147,-94.5160396,MO,64120,
,,,Crossroads Cannabis Company LLC,,Crossroads Cannabis Company LLC,Craig  Flanigan,314-305-1292,,St. Charles County,2023-08-13T17:09:50.412688,,TRA000047,,adult-use,TRA000047,Inactive,,,transportation,Missouri Department of Health and Senior Services,MDHSS,,MO 63385,St. Charles County,38.8069481,-90.85798179999999,MO,63385,
