business_dba_name,premise_city,premise_county,premise_street_address,premise_zip_code,licensing_authority_id,licensing_authority,license_status,license_designation,premise_state,business_image_url,license_status_date,license_term,issue_date,expiration_date,business_email,business_owner_name,business_structure,business_website,activity,business_phone,parcel_number,business_legal_name,data_refreshed_date,license_number,license_type,id,premise_latitude,premise_longitude
Green Lion,St. Helens,Columbia,365 S. Columbia River Hwy,97051,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN LION,2023-05-02T00:00:00,050 1005553BACC,Recreational Retailer,050 1005553BACC,45.8560939,-122.8247181
Sweet Relief St. Helens,St. Helens,Columbia,1809 Columbia Blvd,97051,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SWEET RELIEF ST. HELENS,2023-05-02T00:00:00,050 10025563EE3,Recreational Retailer,050 10025563EE3,45.85879629999999,-122.8159648
Vernonia'S Natural Choice,Vernonia,Columbia,736 Bridge Street Ste 1 Po Box 385,97064,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,VERNONIA'S NATURAL CHOICE,2023-05-02T00:00:00,050 10001263A2F,Recreational Retailer,050 10001263A2F,45.8586855,-123.197782
The Flowershop St. Helens,Warren,Columbia,56821 Columbia River Hwy,97053,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE FLOWERSHOP ST. HELENS,2023-05-02T00:00:00,050 10032056BC2,Recreational Retailer,050 10032056BC2,45.8202336,-122.8486822
Herbal Choices,Bandon,Coos,50375 Hwy 101,97411,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HERBAL CHOICES ,2023-05-02T00:00:00,050 1003361BA17,Recreational Retailer,050 1003361BA17,43.104628,-124.4148196
Red Barn Dispensary,Bandon,Coos,265 North Ave.,97411,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,RED BARN DISPENSARY,2023-05-02T00:00:00,050 1012479EF11,Recreational Retailer,050 1012479EF11,43.1189978,-124.408448
Bahama Buds,Coos Bay,Coos,1415 N Bayshore Dr,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BAHAMA BUDS,2023-05-02T00:00:00,050 10073803B80,Recreational Retailer,050 10073803B80,43.3783087,-124.2175812
Herbal Choices,Coos Bay,Coos,63247 Troller Road,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HERBAL CHOICES,2023-05-02T00:00:00,050 1003361BA17,Recreational Retailer,050 1003361BA17,43.3382444,-124.318572
Herbal Choices,Coos Bay,Coos,965 S 1St St,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HERBAL CHOICES,2023-05-02T00:00:00,050 1003361BA17,Recreational Retailer,050 1003361BA17,43.35864,-124.2124236
King Kannabis,Coos Bay,Coos,1544 Newmark Avenue,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,KING KANNABIS,2023-05-02T00:00:00,050 100807035DC,Recreational Retailer,050 100807035DC,43.3919843,-124.2614949
Mr. Nice Guy Retail,Coos Bay,Coos,275 S. Broadway,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MR. NICE GUY RETAIL,2023-05-02T00:00:00,050 10118198534,Recreational Retailer,050 10118198534,43.3662174,-124.2133077
Pioneer Cannabis Co.,Coos Bay,Coos,63049 Highway 101,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PIONEER CANNABIS CO.,2023-05-02T00:00:00,050 1023065BA7E,Recreational Retailer,050 1023065BA7E,43.35605590000001,-124.2064049
Redbarn Dispensary,Coos Bay,Coos,170 S Empire Blvd,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,REDBARN DISPENSARY,2023-05-02T00:00:00,050 10124861F1E,Recreational Retailer,050 10124861F1E,43.392426,-124.2778897
Rooted Coast Cannabis,Coos Bay,Coos,2770 Woodland Drive Suite A,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ROOTED COAST CANNABIS,2023-05-02T00:00:00,050 1009278EFBC,Recreational Retailer,050 1009278EFBC,43.3873133,-124.238609
S & S Emporium,Coos Bay,Coos,294 Central,97420,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,S & S EMPORIUM,2023-05-02T00:00:00,050 1004871D96B,Recreational Retailer,050 1004871D96B,43.3658515,-124.1962663
Hash It Out,Coquille,Coos,1080 West Central Blvd,97423,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HASH IT OUT,2023-05-02T00:00:00,050 1021663B76F,Recreational Retailer,050 1021663B76F,43.18642639999999,-124.2001806
Natural High,Coquille,Coos,749 Riverside Drive Suite A,97423,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NATURAL HIGH,2023-05-02T00:00:00,050 10084881C6D,Recreational Retailer,050 10084881C6D,43.1741886,-124.1970781
Red Barn Dispensary,Coquille,Coos,0 North Birch Street,97423,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,RED BARN DISPENSARY,2023-05-02T00:00:00,050 1012479EF11,Recreational Retailer,050 1012479EF11,43.17541800000001,-124.1908599
Buds 4 U,Lakeside,Coos,72217 Hwy101,97449,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BUDS 4 U,2023-05-02T00:00:00,050 101122730F7,Recreational Retailer,050 101122730F7,43.59150100000001,-124.181954
La Mota,Myrtle Point,Coos,1994 Roseburg Road,97458,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 1011585E7DC,Recreational Retailer,050 1011585E7DC,43.0508117,-124.1299423
Redbarn Dispensary,Myrtle Point,Coos,1107 Maryland Ave.,97458,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,REDBARN DISPENSARY,2023-05-02T00:00:00,050 10124861F1E,Recreational Retailer,050 10124861F1E,43.0596148,-124.1363202
Coastal High Ways,North Bend,Coos,2233 Broadway,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COASTAL HIGH WAYS,2023-05-02T00:00:00,050 1004819175D,Recreational Retailer,050 1004819175D,43.403425,-124.2391068
Green Lion,North Bend,Coos,1760 Virginia Ave,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GREEN LION ,2023-05-02T00:00:00,050 1014898CB9E,Recreational Retailer,050 1014898CB9E,43.40678990000001,-124.2359919
Herbal Choices,North Bend,Coos,1845 Sherman Avenue,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HERBAL CHOICES,2023-05-02T00:00:00,050 1003361BA17,Recreational Retailer,050 1003361BA17,43.4087885,-124.2236954
High Tide Nw Llc,North Bend,Coos,1074 Virginia Ave,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HIGH TIDE NW LLC,2023-05-02T00:00:00,050 1017254B390,Recreational Retailer,050 1017254B390,43.406779,-124.227893
La Mota,North Bend,Coos,1625 Sherman Ave,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 1011585E7DC,Recreational Retailer,050 1011585E7DC,43.4114519,-124.2237791
Positive Vibrations,North Bend,Coos,3682 Tremont St,97459,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,POSITIVE VIBRATIONS,2023-05-02T00:00:00,050 1003813BCA1,Recreational Retailer,050 1003813BCA1,43.389503,-124.2207415
Bud Bros Llc,Brookings,Curry,"1240 Chetco Ave., Ste E, F",97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUD BROS LLC,2023-05-02T00:00:00,050 10054414005,Recreational Retailer,050 10054414005,42.0575137,-124.2970109
High Tide Wellness Center,Brookings,Curry,15957 Us-101 Suite #4,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HIGH TIDE WELLNESS CENTER,2023-05-02T00:00:00,050 10011855BAC,Recreational Retailer,050 10011855BAC,42.0421671,-124.2487559
High Tide Wellness Center Llc.,Brookings,Curry,1105 Chetco Avenue,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HIGH TIDE WELLNESS CENTER LLC.,2023-05-02T00:00:00,050 10162085768,Recreational Retailer,050 10162085768,42.055327,-124.2927311
La Mota Brookings,Brookings,Curry,307 Fern Ave,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA BROOKINGS ,2023-05-02T00:00:00,050 1009085FCAD,Recreational Retailer,050 1009085FCAD,42.0515913,-124.2807668
Luanka Llc,Brookings,Curry,15714 Hwy 101 Suite #B,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LUANKA LLC,2023-05-02T00:00:00,050 101747791DA,Recreational Retailer,050 101747791DA,42.0351171,-124.2421696
South Coast Dispensaries And More,Brookings,Curry,1025 Chetco Ave #4,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SOUTH COAST DISPENSARIES AND MORE,2023-05-02T00:00:00,050 100825128A0,Recreational Retailer,050 100825128A0,42.0550965,-124.2919429
Stateline Cannabis,Brookings,Curry,"14377 Highway 101 S.,  Unit B",97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,STATELINE CANNABIS,2023-05-02T00:00:00,050 10052669AAA,Recreational Retailer,050 10052669AAA,41.9997036,-124.2079237
"Tryke City, Llc",Brookings,Curry,407 Oak St. Unit B,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"TRYKE CITY, LLC",2023-05-02T00:00:00,050 10068296AF9,Recreational Retailer,050 10068296AF9,42.0529611,-124.2783638
West Coast Organics,Brookings,Curry,855 Railroad Street Ste. C,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,WEST COAST ORGANICS,2023-05-02T00:00:00,050 1005050D2DA,Recreational Retailer,050 1005050D2DA,42.0518254,-124.2889414
World Famous Top Shelf Cannabis,Brookings,Curry,704 Chetco Ave Suite A,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WORLD FAMOUS TOP SHELF CANNABIS,2023-05-02T00:00:00,050 10047520A20,Recreational Retailer,050 10047520A20,42.0524978,-124.2836271
Club Sockeye,Gold Beach,Curry,29970 Ellensburg Ave,97444,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CLUB SOCKEYE,2023-05-02T00:00:00,050 1003493E0C7,Recreational Retailer,050 1003493E0C7,42.4208644,-124.4178943
La Mota,Gold Beach,Curry,29846 Ellensburg Ave,97444,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA ,2023-05-02T00:00:00,050 10079307113,Recreational Retailer,050 10079307113,42.4176752,-124.4196802
Budmart,Harbor,Curry,97900 Shopping Center Ave. Suite #37,97415,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUDMART,2023-05-02T00:00:00,050 10067366FA8,Recreational Retailer,050 10067366FA8,42.0494837,-124.2620753
Pops' Llc,Port Orford,Curry,"264 Sixth St, Unit A",97465,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,POPS' LLC,2023-05-02T00:00:00,050 1016923EE82,Recreational Retailer,050 1016923EE82,42.7436964,-124.494065
5Th Lmnt,Bend,Deschutes,385 Sw Columbia Street,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,5TH LMNT,2023-05-02T00:00:00,050 10045287738,Recreational Retailer,050 10045287738,44.0451007,-121.3262338
Cannabend,Bend,Deschutes,3312 N Highway 97,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CANNABEND,2023-05-02T00:00:00,050 10027156F6D,Recreational Retailer,050 10027156F6D,44.08609269999999,-121.3058414
Cannabis Nation Sunriver,Bend,Deschutes,56789 Lunar Drive,97707,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CANNABIS NATION SUNRIVER,2023-05-02T00:00:00,050 10050484E34,Recreational Retailer,050 10050484E34,43.8627226,-121.456825
Cannavida,Bend,Deschutes,325 Ne Franklin Ave,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNAVIDA,2023-05-02T00:00:00,050 1006946EE11,Recreational Retailer,050 1006946EE11,44.0557493,-121.3017578
Diamondtree,Bend,Deschutes,2715 E Highway 20,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DIAMONDTREE,2023-05-02T00:00:00,050 10000590807,Recreational Retailer,050 10000590807,44.0546681,-121.263071
Diamondtree,Bend,Deschutes,1233 Nw Galveston Ave,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DIAMONDTREE,2023-05-02T00:00:00,050 10000590807,Recreational Retailer,050 10000590807,44.0564028,-121.3295625
Dr. Jolly'S,Bend,Deschutes,415 Se 3Rd St,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,DR. JOLLY'S,2023-05-02T00:00:00,050 1016622D255,Recreational Retailer,050 1016622D255,44.0461063,-121.3027633
"Elevated Cultivation, A High Desert Flower Dispensary",Bend,Deschutes,265 Se Scott Street,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"ELEVATED CULTIVATION, A HIGH DESERT FLOWER DISPENSARY",2023-05-02T00:00:00,050 10170433A1A,Recreational Retailer,050 10170433A1A,44.0496515,-121.3031282
Fyre,Bend,Deschutes,2650 Ne Division St,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FYRE,2023-05-02T00:00:00,050 101153999FB,Recreational Retailer,050 101153999FB,44.0758729,-121.3052527
Green Cross Cannabis Emporium,Bend,Deschutes,341 Sw Century Dr.,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GREEN CROSS CANNABIS EMPORIUM,2023-05-02T00:00:00,050 10121623400,Recreational Retailer,050 10121623400,44.046445,-121.3321517
Jenny'S Dispensary,Bend,Deschutes,932 Ne 3Rd St,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,JENNY'S DISPENSARY,2023-05-02T00:00:00,050 10044623308,Recreational Retailer,050 10044623308,44.0595248,-121.3021624
Miracle Greens,Bend,Deschutes,905 Se 3Rd St,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MIRACLE GREENS,2023-05-02T00:00:00,050 10008384059,Recreational Retailer,050 10008384059,44.0414255,-121.3033979
Mr. Nice Guy Bend,Bend,Deschutes,224 Se Davis Ave,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MR. NICE GUY BEND,2023-05-02T00:00:00,050 10135587382,Recreational Retailer,050 10135587382,44.0493752,-121.3032763
Oregon Euphorics,Bend,Deschutes,70 Sw Century Dr. Suite #170,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGON EUPHORICS,2023-05-02T00:00:00,050 1013874BDF5,Recreational Retailer,050 1013874BDF5,44.05094709999999,-121.3301666
Oregrown Bend,Bend,Deschutes,1199 Nw Wall St.,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGROWN BEND,2023-05-02T00:00:00,050 10035451904,Recreational Retailer,050 10035451904,44.0616776,-121.3116487
Plantae,Bend,Deschutes,2115 Ne Hwy 20 Suite 107,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PLANTAE,2023-05-02T00:00:00,050 10022589CE7,Recreational Retailer,050 10022589CE7,44.0541452,-121.2718036
Smokelore,Bend,Deschutes,324 Nw Hill St,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SMOKELORE,2023-05-02T00:00:00,050 1022022C2C4,Recreational Retailer,050 1022022C2C4,44.0539784,-121.3084973
Substance,Bend,Deschutes,1814 Ne Division St.,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SUBSTANCE,2023-05-02T00:00:00,050 10044860EA3,Recreational Retailer,050 10044860EA3,44.0704962,-121.3058599
Substance,Bend,Deschutes,20365 Empire Ave. Ste 140,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SUBSTANCE,2023-05-02T00:00:00,050 10044860EA3,Recreational Retailer,050 10044860EA3,44.091334,-121.3057519
Substance,Bend,Deschutes,61406 S Hwy 97,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SUBSTANCE,2023-05-02T00:00:00,050 10044860EA3,Recreational Retailer,050 10044860EA3,44.03003020000001,-121.3105744
The Flower Room,Bend,Deschutes,817 Nw Hill St,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE FLOWER ROOM,2023-05-02T00:00:00,050 1021698ED82,Recreational Retailer,050 1021698ED82,44.05830479999999,-121.3090102
The Herb Center,Bend,Deschutes,2205 Ne Division Street Suite 150,97703,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE HERB CENTER,2023-05-02T00:00:00,050 1016525DC37,Recreational Retailer,050 1016525DC37,44.07183920000001,-121.3061175
The Local Market,Bend,Deschutes,1216 Ne 1St Street Suite 100,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE LOCAL MARKET,2023-05-02T00:00:00,050 1004132F2CF,Recreational Retailer,050 1004132F2CF,44.0623986,-121.3052436
Tokyo South,Bend,Deschutes,61230 S Hwy 97,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TOKYO SOUTH,2023-05-02T00:00:00,050 100516333C2,Recreational Retailer,050 100516333C2,44.0236799,-121.3146455
Tokyo Starfish,Bend,Deschutes,542 Nw Arizona Avenue,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TOKYO STARFISH,2023-05-02T00:00:00,050 1000360C340,Recreational Retailer,050 1000360C340,44.0516612,-121.3151897
Tokyo Starfish 3,Bend,Deschutes,923 Se 3Rd St.,97702,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TOKYO STARFISH 3,2023-05-02T00:00:00,050 1011273FDDC,Recreational Retailer,050 1011273FDDC,44.0411931,-121.3035149
Top Shelf Medicine,Bend,Deschutes,815 Ne Greenwood Ave,97701,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TOP SHELF MEDICINE,2023-05-02T00:00:00,050 1003951867F,Recreational Retailer,050 1003951867F,44.0595873,-121.2934998
Green Knottz,La Pine,Deschutes,51546 Highway 97 #7,97739,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN KNOTTZ,2023-05-02T00:00:00,050 1006553111A,Recreational Retailer,050 1006553111A,43.6725917,-121.5007818
Hd Botanicals,La Pine,Deschutes,51366 Hwy 97,97739,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HD BOTANICALS,2023-05-02T00:00:00,050 10061656460,Recreational Retailer,050 10061656460,43.67039949999999,-121.503636
House Of Hash,La Pine,Deschutes,51456 Hwy 97 #3,97739,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HOUSE OF HASH,2023-05-02T00:00:00,050 1012526D914,Recreational Retailer,050 1012526D914,43.6717983,-121.5076391
Hyroot Organics,La Pine,Deschutes,52410 River Pine Rd,97739,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HYROOT ORGANICS,2023-05-02T00:00:00,050 1007465E4E4,Recreational Retailer,050 1007465E4E4,43.7040878,-121.502986
Paka House Cannabis,La Pine,Deschutes,52690 Hwy 97 Suite A,97739,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PAKA HOUSE CANNABIS,2023-05-02T00:00:00,050 101881063C7,Recreational Retailer,050 101881063C7,43.67039949999999,-121.503636
La Mota,Drain,Douglas,257 2Nd St,97435,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 1000779DEF8,Recreational Retailer,050 1000779DEF8,43.6633334,-123.3164069
Redbarn Cannabis,Myrtle Creek,Douglas,1069 N Old Pacific Hwy,97457,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,REDBARN CANNABIS,2023-05-02T00:00:00,050 1004542CDD8,Recreational Retailer,050 1004542CDD8,43.0064426,-123.2999196
Redbarn Dispensary,Myrtle Creek,Douglas,902 S Main,97457,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,REDBARN DISPENSARY,2023-05-02T00:00:00,050 1011388D21A,Recreational Retailer,050 1011388D21A,43.0145629,-123.2934393
Coastal High Ways Reedsport,Reedsport,Douglas,470 Fir Ave,97467,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COASTAL HIGH WAYS REEDSPORT,2023-05-02T00:00:00,050 10119109DCD,Recreational Retailer,050 10119109DCD,43.7017988,-124.0980828
Herbal Choices,Reedsport,Douglas,1891 Winchester Avenue,97467,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HERBAL CHOICES,2023-05-02T00:00:00,050 10111819607,Recreational Retailer,050 10111819607,43.6964111,-124.1185435
The House Of Dank Llc,Reedsport,Douglas,379 Fir Ave  Units 6-8,97467,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE HOUSE OF DANK LLC,2023-05-02T00:00:00,050 10092871208,Recreational Retailer,050 10092871208,43.7025906,-124.0967291
"Today'S Herbal Choice Reedsport, Llc",Reedsport,Douglas,1051 Hwy 101 S,97467,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"TODAY'S HERBAL CHOICE REEDSPORT, LLC",2023-05-02T00:00:00,050 10103955057,Recreational Retailer,050 10103955057,46.2944965,-123.962593
420 Club Llc,Roseburg,Douglas,2566 Ne Stephens St,97470,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,420 CLUB LLC,2023-05-02T00:00:00,050 100708760AF,Recreational Retailer,050 100708760AF,43.241523,-123.3532288
Cannaking Marijuana Dispensaries,Roseburg,Douglas,1449 Nw Mulholland Dr,97470,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNAKING MARIJUANA DISPENSARIES,2023-05-02T00:00:00,050 10173159C9A,Recreational Retailer,050 10173159C9A,43.2271168,-123.3591627
Cougar Cannabis Llc,Roseburg,Douglas,1989 Ne Diamond Lake Blvd,97470,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,COUGAR CANNABIS LLC,2023-05-02T00:00:00,050 10049124667,Recreational Retailer,050 10049124667,43.2131287,-123.3337758
Emerald Triangle Dispensary,Roseburg,Douglas,1630 Nw Garden Valley Blvd Suite 101 & 103,97471,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,EMERALD TRIANGLE DISPENSARY,2023-05-02T00:00:00,050 1012006BB1E,Recreational Retailer,050 1012006BB1E,43.2351828,-123.3782069
